Customer Name,Customer Email,Store Name,Date of Purchase,Product Name,Quantity,Price per Unit
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Beans,3,148.48
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Milk,5,54
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Cough Syrup,6,116.35
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Apples,6,170.54
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Ham,9,26.58
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Apples,3,74.07
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Beef Steak,3,114.57
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Chicken Breast,9,98.43
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Lobster,5,123.24
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Turkey Breast,3,86.24
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Bagel,9,101.64
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Ice Cream,6,96.98
Jill Hunter,braundonna@example.com,ABC Foodmart - Tribeca,1/19/2024 3:24,Cheese,5,144.99
Zachary Baker,sheiladorsey@example.net,ABC Foodmart - Whitestone,1/21/2024 9:51,Juice,5,156.87
Zachary Baker,sheiladorsey@example.net,ABC Foodmart - Whitestone,1/21/2024 9:51,Ham,2,124.52
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Band-Aids,2,131.62
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Carrots,5,48.11
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Shrimp,6,86.54
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Cheese,1,85.06
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Tulips,3,8.38
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Ice Cream,10,125.02
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Roses,4,22.85
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Cough Syrup,10,19.3
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Frozen Vegetables,7,27.97
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Shrimp,3,124.3
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Chicken Breast,1,130.55
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Rice,1,146.49
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Chicken Breast,4,6.91
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Tulips,3,148.82
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Chicken Breast,8,142.28
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Cheese,1,158.92
Joanna Green,nmiller@example.org,ABC Foodmart - Whitestone,11/10/2023 13:52,Bread,4,15.79
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Yogurt,5,88.17
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Salmon Fillet,4,4.83
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Cheese,4,113.58
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Sunflowers,7,150.01
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Beans,4,43.97
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Soda,7,50.71
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Cheese,3,137.97
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Beef Steak,9,69.38
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Chicken Breast,3,15.51
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Roast Beef,10,102.89
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Yogurt,6,138.3
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Chicken Breast,8,7.83
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Ice Cream,8,14.01
Kim Compton,pmcclure@example.org,ABC Foodmart - Staten Island,7/5/2023 2:07,Roses,9,83.12
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Roses,1,88.98
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Band-Aids,5,150.27
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Frozen Pizza,9,49.47
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Rice,4,141.93
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Frozen Pizza,7,102.96
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Croissant,4,106.96
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Shrimp,2,86.65
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Roses,4,2.76
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Aspirin,9,115.15
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Rice,4,22.8
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Band-Aids,3,123.09
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Frozen Vegetables,5,3.89
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Rice,4,86.31
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Rice,7,7.55
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Water,3,144.02
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Pork Loin,7,62.23
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Lobster,1,17.32
Sue Woodward,rreeves@example.net,ABC Foodmart - Bay Ridge,10/13/2023 14:07,Frozen Pizza,5,158.13
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Frozen Vegetables,9,24.39
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Carrots,2,105.91
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Rice,8,91.15
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Lobster,7,153.59
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Juice,9,120.76
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Turkey Breast,8,81.74
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Beef Steak,5,31.05
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Sunflowers,10,40.34
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Frozen Vegetables,4,15.08
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Carrots,8,135.95
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Frozen Vegetables,9,147.4
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Apples,8,56.49
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Milk,6,66.18
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Beans,6,69.65
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Juice,1,56.75
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Roses,5,83.47
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Band-Aids,1,48.03
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Sunflowers,4,33.22
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Turkey Breast,2,130.08
James Carey,morganrobert@example.com,ABC Foodmart - DUMBO,11/1/2023 14:02,Bread,6,91.98
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Tulips,9,46.33
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Bagel,9,132.31
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Cheese,9,141.69
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Cheese,4,30.57
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Beef Steak,4,42.94
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Turkey Breast,2,56.33
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Sunflowers,6,84.44
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Shrimp,2,194.61
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Cough Syrup,9,94.46
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Soda,7,58.67
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Sunflowers,4,25.67
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Band-Aids,10,75.49
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Frozen Vegetables,9,94.91
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Chicken Breast,1,13.71
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Lettuce,3,25.77
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Tulips,10,138.63
Yvonne Simon,garciadominique@example.com,ABC Foodmart - Whitestone,10/7/2023 7:51,Sunflowers,8,12.09
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Croissant,1,116.47
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Juice,2,189.17
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Juice,4,133.86
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Band-Aids,10,142.43
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Turkey Breast,2,71.6
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Apples,4,34.05
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Shrimp,3,2.07
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Rice,10,131.57
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Pasta,2,114.33
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Frozen Pizza,5,68.94
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Beans,10,49.16
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Aspirin,2,45.07
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Sunflowers,4,88.08
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Ham,7,178.04
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Rice,3,58
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Beef Steak,5,142
Alyssa Weber,michelle73@example.net,ABC Foodmart - DUMBO,7/10/2023 20:03,Juice,9,79.3
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Beans,10,118.5
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Sunflowers,5,10.14
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Juice,3,125.67
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Cough Syrup,7,94.3
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Lettuce,4,131.49
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Apples,10,119.73
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Pork Loin,4,43.35
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Lettuce,1,101.92
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Frozen Vegetables,1,13.62
Joshua Smith,robertsronald@example.com,ABC Foodmart - Staten Island,11/6/2023 22:27,Aspirin,3,70.67
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Roses,2,130.86
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Tulips,1,63.71
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Chicken Breast,2,99.78
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Juice,3,195.07
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Beans,6,95.2
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Aspirin,2,23.38
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Milk,10,176.34
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Juice,9,75.24
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Bagel,3,111.18
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Sunflowers,6,96.85
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Pork Loin,10,77.74
Sherry Lawson,gwallace@example.org,ABC Foodmart - Staten Island,9/22/2023 2:05,Juice,1,100.86
Katelyn Clark,jamesfreeman@example.com,ABC Foodmart - Whitestone,9/26/2023 16:33,Apples,3,97.13
Katelyn Clark,jamesfreeman@example.com,ABC Foodmart - Whitestone,9/26/2023 16:33,Chicken Breast,5,52.46
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Water,8,60.93
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Beans,10,71.47
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Rice,6,117.58
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Bagel,2,62.89
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Ice Cream,6,42.94
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Cheese,7,97.89
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Shrimp,1,86.39
Emily Young,jenkinspatrick@example.com,ABC Foodmart - DUMBO,8/10/2023 5:44,Shrimp,2,73.9
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Frozen Pizza,9,137.12
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Salmon Fillet,5,112.26
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Water,3,149.25
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Cheese,8,132.9
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Rice,4,60
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Bread,7,38.3
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Band-Aids,4,14.88
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Water,3,166.77
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Frozen Vegetables,5,123.15
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Yogurt,9,16.94
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Carrots,8,70.01
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Pork Loin,10,64.61
Christopher Reed,tyler96@example.org,ABC Foodmart - Tribeca,2/7/2024 2:34,Roses,9,98.03
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Rice,3,109.89
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Yogurt,1,42.75
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Lobster,7,25.07
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Turkey Breast,8,86.92
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Ice Cream,8,28.86
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Chicken Breast,9,115.72
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Apples,3,134.26
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Tulips,2,19.47
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Bagel,7,130.47
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Beef Steak,1,99.19
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Ice Cream,3,32.77
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Soda,8,37.19
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Yogurt,8,69.2
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Band-Aids,3,83.4
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Bagel,6,162.84
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Pasta,8,117.07
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Frozen Pizza,4,123.73
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Ham,3,13.33
Jessica West,joshua35@example.com,ABC Foodmart - DUMBO,1/27/2024 1:04,Milk,4,161.14
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Tulips,1,123.96
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Ice Cream,6,52.06
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Apples,5,152.59
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Rice,9,23.95
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Roses,4,94.22
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Croissant,6,50.93
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Lettuce,7,37.46
Jennifer Schultz,sara66@example.com,ABC Foodmart - DUMBO,6/7/2023 17:57,Soda,7,105.05
Timothy Torres,lesliehopkins@example.com,ABC Foodmart - Bay Ridge,5/7/2023 15:04,Ice Cream,7,31.03
Timothy Torres,lesliehopkins@example.com,ABC Foodmart - Bay Ridge,5/7/2023 15:04,Salmon Fillet,3,50.16
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Frozen Pizza,2,92.57
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Ice Cream,1,117.14
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Beef Steak,10,11.1
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Pasta,2,47.14
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Apples,2,86.92
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Rice,1,106.27
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Milk,10,17.29
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Lettuce,4,56.84
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Bagel,7,23.4
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Sunflowers,10,28.54
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Frozen Pizza,1,35.6
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Bagel,6,33.31
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Ice Cream,4,132.97
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Frozen Pizza,3,78.16
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Tulips,5,16.82
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Water,6,17.4
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Soda,3,56.97
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Water,1,68.24
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Ham,5,106.77
Robert Lozano,juliecoleman@example.com,ABC Foodmart - Tribeca,3/6/2024 16:53,Sunflowers,4,78.28
Katrina Perez,john56@example.net,ABC Foodmart - DUMBO,3/24/2024 17:50,Cough Syrup,8,76.78
Katrina Perez,john56@example.net,ABC Foodmart - DUMBO,3/24/2024 17:50,Cheese,5,97.43
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Ice Cream,7,166.71
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Carrots,6,103.3
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Milk,4,75.65
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Cheese,1,44.55
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Apples,2,108.52
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Ham,9,22.95
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Cough Syrup,5,153.92
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Juice,8,121.06
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Bread,3,61.83
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Sunflowers,6,27.96
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Croissant,8,37.87
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Cheese,10,47.85
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Lettuce,5,24.64
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Pasta,7,109.44
Steven Hudson,marc10@example.com,ABC Foodmart - Staten Island,1/30/2024 20:08,Aspirin,8,21.48
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Bagel,1,8.93
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Tulips,5,166.73
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Rice,7,30.53
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Ice Cream,1,45.23
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Band-Aids,5,16.26
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Bagel,9,57.1
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Ice Cream,10,141.13
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Rice,10,10.5
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Pasta,4,39.19
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Pork Loin,4,132.85
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Water,4,150.42
Martin Anderson,vincentthompson@example.net,ABC Foodmart - Staten Island,4/22/2023 18:23,Pork Loin,10,21.55
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Cheese,1,75.95
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Tulips,2,62.89
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Turkey Breast,1,79.16
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Soda,6,46.5
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Bread,1,118.94
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Turkey Breast,7,3.83
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Roast Beef,6,94.62
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Lobster,2,18.21
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Cough Syrup,9,4.98
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Beans,10,41.42
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Tulips,5,136.38
Lindsey Huff,mhart@example.org,ABC Foodmart - DUMBO,4/20/2023 18:21,Milk,2,122.58
